CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,Priority Date,Grant Date,,Publication Number
60241-53-4,"4-(2,6,6-Trimethylcyclohexyl)-3-methylbutan-2-ol",Woody,Violet,Cedarwood,2002-01-16,2016-07-05,5284d,US-2007020210-A1
53253-09-1,3-(cis-3-hexenyl)-2-cyclopentenone,Floral,Citrus,Jasmin,2001-12-18,2006-03-08,1541d,EP-1321508-A2
39189-74-7,2-Heptylidenecyclopentan-1-one,Floral,Fruity,Jasmin,2001-11-30,2004-12-21,1117d,EP-1316541-A1
66062-78-0,".alpha.,3,3-Trimethylbicyclo[2.2.1]heptane-2-methanol",Woody,Patchouli,Vetiver,2001-10-29,2014-02-12,4489d,JP-2003137758-A
854737-10-3,"Ethanone,  1-(2,3-dimethylbicyclo[2.2.1]hept-2-yl)-",Aromatic,Woody,Camphoraceous,2001-10-23,2008-01-02,2262d,EP-1438280-B1
1333-58-0,2-(Methylpropyl)quinoline,Herbal,Powerful,Leathery,2001-10-09,2005-07-12,1372d,US-2003232807-A1
10413-18-0,5-Hydroxy-4-methylhexanoic acid delta-lactone,Minty,Green,Fruity,2001-09-29,2007-05-16,2055d,EP-1434485-B1
86460-54-0,"3-Hexanone, 2-methyl-, oxime",Green,Fruity,Apple,2001-09-07,2007-01-03,1944d,EP-1291409-A2
68039-69-0,1-Cyclohexylethyl 2-butenoate,Fruity,Dry,Brandy,2001-07-26,2006-09-27,1889d,EP-1417372-A1
91482-37-0,"5,9-Undecadien-2-ol,6,10-dimethyl-,acetate",Citrus,Fruity,Marine,2001-07-23,,,JP-2003027084-A
80819-94-9,2-(4-Methyl-1-phenyl)-2-propanethiol,Fruity,Grapefruit,Sulfurous,2001-06-06,2009-07-29,2975d,BR-PI0210160-B1
477218-42-1,"Cyclopropanecarboxylic acid, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methylpropyl
ester",Musk like,Fruity,Sweet,2001-06-01,2007-12-19,2392d,EP-1262474-A1
647828-16-8,"Indeno[4,3a-b]furan,decahydro-2,2,7,7,8,9,9-heptamethyl-",Amber,Woody,Musk Like,2001-05-17,2007-12-25,2413d,US-2004110991-A1
63449-64-9,"(Z,Z)-1,1'-[Ethylidenebis(oxy)]di(hex-3-ene)",Green,Leafy,Herbal,2001-05-04,,,EP-1383547-A2
55066-54-1,"Bicyclo[2.2.1]heptan-2-ol, 1,3,3-trimethyl-, benzoate",Aromatic,Pine,Waxy,2001-05-04,,,EP-1383547-A2
67801-42-7,"Methyl 2-[(3,5,5-trimethylhexylidene)amino]benzoate",Citrus,Fresh,Ozonic,2001-05-04,,,EP-1383547-A2
56922-74-8,trans-2-Hexenyl pentanoate,Green,Fruity,Apple,2001-05-04,,,CA-2442751-A1
400052-49-5,(S1)-Methoxy-3-heptanethiol,Fruity,Blackcurrant,Floral,2001-04-12,2007-03-07,2155d,EP-1249446-A2
7492-66-2,Citral diethyl acetal,Citrus,Fresh,Green,2001-03-23,2020-10-22,7153d,DE-10212687-A1
365411-50-3,"Indeno[4,5-d]-1,3-dioxin,4,4a,5,6,7,8,9,9b-octahydro-7,7,8,9,9-pentamethyl-",Musk like,Powdery,Dry,2001-02-23,2001-10-16,235d,US-6303798-B1
444880-09-5,"1,3-Oxathiane,2-ethyl-4,4-dimethyl-",Herbal,Thyme,Blackcurrant,2001-02-01,2005-04-20,1539d,EP-1229032-A2
38649-18-2,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, 1-benzoate, (1R,2S,5R)-rel-",Floral,Ylang,Jasmin,2001-01-11,2004-03-16,1160d,US-2002182674-A1
34322-08-2,"Butanoic acid, 2-methyl, S-(1-methylpropyl) ester",Fruity,Sulfurous,Fresh,2000-12-15,2011-02-16,3715d,US-2002151570-A1
88644-30-8,"8aH-2,4a-Methanonaphthalen-8a-ol, octahydro-1,1,5,5-tetramethyl-",Earthy,Patchouli,Vetiver,2000-12-14,2003-05-20,887d,DE-10106421-A1
20298-69-5,cis-2-tert-Butylcyclohexyl acetate,Fruity,Apple,Woody,2000-12-11,2005-04-20,1591d,EP-1345875-B1
1565-76-0,1-Menthyl methylether,Herbal,Minty,Fruity,2000-10-31,2005-03-01,1582d,US-2003069259-A1
10031-71-7,2-Methyl-4-phenyl-2-butyl isobutyrate,Fruity,Sweet,Tropical-Fruit,2000-10-24,2011-02-23,3774d,JP-4636215-B2
292605-05-1,"3-Hexene, 1-[(2-methyl-2-propenyl)oxy]- (3Z)-",Green,Fresh,Floral,2000-09-06,2002-01-22,503d,US-6340666-B1
41723-98-2,"3,4,4a,5,8,8a-Hexahydro-3',6-dimethylspiro[1,4-methanonaphtalene-2(1H),2'-oxirane]",Fruity,Rhubarb,Woody,2000-08-28,2010-12-29,3775d,US-2005164900-A1
30310-41-9,Tetrahydro-2-methyl-4-methylene-6-phenyl-2H-pyrane,Floral,Green,Geranium,2000-08-28,2014-01-08,4881d,CZ-2003561-A3
41816-03-9,"3,4,4a,5,8,8a-Hexahydro-3',7-dimethylspiro[1,4-methanonaphthalene-2(1H),2'-oxirane]",Fruity,Woody,Spicy,2000-08-28,2014-11-19,5196d,US-2005164900-A1
68155-66-8,"1-(1,2,3,5,6,7,8,8a-Octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one",Woody,Floral,Amber,2000-08-11,2017-03-15,6060d,EP-1195099-A2
15356-74-8,Tealactone,Fruity,Apricot,Plum,2000-07-28,,,KR-20020009929-A
70801-04-6,"Ethanone,  1-(4,11,11,-trimethyl-8-methylenebicyclo[7.2.0]undec-4-enyl)-[1R-(1a,4E,9b]",Woody,Earthy,Carrot,2000-07-11,2005-10-24,1931d,KR-20020006062-A
68959-28-4,"6-(3Z)-3-hexen-1-yltetrahydro-2H-Pyran-2-one,",Fruity,Peach,Jasmin,2000-06-19,2005-05-25,1801d,EP-1167362-A1
68155-67-9,"1-(1,2,3,4,6,7,8,8a-Octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one",Woody,Floral,Amber,2000-06-05,2008-04-30,2886d,EP-1290132-B1
847144-75-6,"2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5E)-",Fruity,Sweet,Apple,2000-04-28,2003-07-30,1188d,EP-1149820-A1
362467-67-2,"a2H-1,5-Benzodioxepin-3(4H)-one,7-7-(3-methylbutyl)-",Marine,Fresh,Citrus,2000-03-23,2002-11-13,965d,CA-2341133-A1
21944-98-9,(Z)-4-Dodecenal,Citrus,Aldehydic,Clean,2000-02-08,2010-06-29,3794d,CA-2398958-A1
68141-20-8,2-Phenethyl crotonate,Floral,Rose,Neutral,2000-01-27,2007-09-11,2784d,US-2003144316-A1
105-01-1,Isobutyl 3-(2-furan)propionate,Fruity,Pineapple,Pear,1999-10-01,2006-10-11,2567d,GB-2354771-A
1323-00-8,Santalyl acetate,Woody,Sandalwood,Oily,1999-10-01,,,GB-2354771-A
88-84-6,beta-Guaiene,Woody,Sweet,Guaicwood,1999-07-15,2000-11-21,495d,US-6150944-A
319002-92-1,"Propyl (2S)-2-(1,1-dimethylpropoxy)-propanoate",Herbal,Fresh,Sage,1999-07-14,2004-09-08,1883d,EP-1069176-B1
69929-17-5,"1-(2,4-Dimethyl-3-cyclohexenyl)-2,2-dimethylpropan-1-one",Green,Herbal,Grapefruit,1999-07-08,2005-12-21,2358d,EP-1067126-A2
81787-06-6,"3,5,6,6-Tetramethyl-4-methyleneheptan-2-ol",Woody,Amber,Dry,1999-07-08,2005-12-21,2358d,EP-1067126-A2
68039-73-6,"[1,1'-Bicyclopentyl]-2-yl 2-butenoate",Fruity,Plum,Peach,1999-07-05,2002-06-04,1065d,US-2002086901-A1
59354-71-1,"1,1-Dimethyl-2-phenylethyl isobutyrate",Fruity,Jasmin,Grape,1999-07-05,2004-03-31,1731d,EP-1067118-A1
63449-68-3,beta-Naphthyl anthranilate,Floral,Neroli,Grape,1999-07-01,2005-09-07,2260d,CA-2375085-A1
313973-37-4,"1,6-Heptadien-3-one, 2-cyclohexyl-",Fruity,Pineapple,Green,1999-05-27,2003-02-19,1364d,EP-1063229-A1
85586-67-0,Isobornyl 2-methylpropionate,Herbal,Camphoraceous,Fruity,1999-05-12,2003-06-11,1491d,TW-536406-B
1205-42-1,laevo-Carvyl acetate,Minty,Fresh,Dry,1999-05-03,,,CA-2307078-A1
63450-36-2,"2,4-Nonadienol-1",Green,Violet,Cucumber,1999-03-26,2005-12-22,2463d,DE-60016189-T2
26330-65-4,6-Ethyl-3-methyloct-6-en-1-ol,Floral,Muguet,Green,1999-02-19,2003-04-09,1510d,CA-2298499-A1
285977-85-7,"1H-Indende-2-methanol, 2,3-dihydro-2,5-dimethyl-",Floral,Muguet,Aldehydic,1999-01-22,2003-03-26,1524d,EP-1022265-A1
53398-86-0,trans-2-Hexenyl hexanoate,Green,Fruity,Apple,1998-11-18,2005-09-26,2504d,JP-2000154394-A
67634-26-8,"2,4-Dimethylcyclohex-3-ene-1-methyl acetate",Citrus,Fruity,Grapefruit,1998-11-10,2011-02-23,4488d,WO-0027197-A1
68039-45-2,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-inden-5-yl pivalate",Herbal,Floral,Ozonic,1998-10-06,2002-11-06,1492d,EP-1119250-A1
68298-33-9,"1,6,7,8-Tetrahydro-1,4,6,6,8,8-hexamethyl-as-indacene-3(2H)-one",Musk like,Animal Like,Woody,1998-09-04,2001-07-10,1040d,EP-0983990-A2
68311-05-7,7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-ene-2-carbonitrile,Green,Woody,Ozonic,1998-09-04,2001-07-10,1040d,EP-0983990-A2
259854-71-2,"5-Cyclotetradecen-1-one, 3-methyl-, (5Z)-",Musk like,Warm,Powdery,1998-09-03,2000-05-25,630d,AU-4586799-A
259854-70-1,"5-Cyclotetradecen-1-one, 3-methyl-,(5E)-",Musk like,Warm,Powdery,1998-09-03,2000-05-25,630d,AU-4586799-A
69103-20-4,"2,2-Dimethyl-3-(3-methyl-2,4-pentadienyl)oxirane",Herbal,Floral,Green,1998-08-21,2000-10-10,781d,US-6129941-A
94291-50-6,1-Methoxyhexane-3-thiol,Herbal,Green,Citrus,1998-08-21,2002-11-06,1538d,EP-0982295-A2
258823-39-1,(+/-)2-Mercapto-2-methylpentan-1-ol,Sulfurous,Garlic,Onion,1998-08-20,2002-03-14,1302d,DE-19837703-A1
29127-83-1,Nonen acid nitrile,Green,Orris,Fatty,1998-07-09,2002-08-13,1496d,US-6432326-B1
2500-83-6,"Tricyclo[5.2.1.02,6]dec-4-en-8-yl acetate",Floral,Green,Herbal,1998-07-07,2006-11-02,3040d,EP-1093355-A1
68480-11-5,"Decahydrospiro[furan-2(3H),5'-[4,7]methano[5H]indene]",Citrus,Dry,Grapefruit,1998-06-15,2012-05-09,5077d,JP-4926316-B2
61931-81-5,cis-3-Hexenyl lactate,Green,Fruity,Tropical-Fruit,1998-05-29,,,EP-1082020-A1
67633-96-9,cis-3-Hexenyl methyl carbonate,Green,Fresh,Floral,1998-03-31,2004-09-29,2374d,EP-0955035-A1
16491-24-0,"2,4-Hexadienyl isobutyrate",Green,Apple,Galbanum,1998-03-10,2000-07-04,847d,US-6083498-A
7779-73-9,Isobornyl isovalerate,Woody,Apple,dry,1998-03-04,2006-06-08,3018d,AU-2003204485-B2
6753-98-6,"3,7,10-Humulatriene",Woody,Balsamic,Warm,1998-01-09,2008-06-11,3806d,JP-4098866-B2
38049-26-2,"Dihydrocarveol (R,R,R)",Woody,Sweet,Balsamic,1998-01-09,2008-06-11,3806d,JP-4098866-B2
68039-35-0,"1-(2,3,4,7,8,8a-Hexahydro-3,6,8,8-tetramethyl-1H-3a,7-methanoazulen-5-yl)ethan-1-
one",Woody,Cedarwood,Amber,1997-10-21,2001-04-24,1281d,EP-0911315-A1
17373-89-6,2-Hexylidene cyclopentanone,Floral,Jasmin,Green,1997-10-21,2001-04-24,1281d,EP-0911315-A1
23787-90-8,Isolongifolene ketone,Woody,Dry,Amber,1997-10-10,2010-04-07,4562d,JP-4445666-B2
33407-62-4,Isolongifolene ketone,Woody,Dry,Amber,1997-10-10,2010-04-07,4562d,JP-4445666-B2
329925-33-9,"Oxacyclopentadec-10-en-2-one, 13-methyl-",Musk like,Fruity,Amber,1997-10-09,2002-05-30,1694d,AU-748249-B2
4740-79-8,"2-Benzyl-1,3-dioxan-5-ol",Green,Floral,Aldehydic,1997-10-01,2003-05-06,2043d,CA-2305392-A1
1335-44-0,Cuminacetaldehyde,Green,Leafy,Woody,1997-10-01,2003-05-06,2043d,EP-1019444-A1
30772-79-3,"Octahydro-4,7-methano-1H-indenecarbaldehyde",Green,Melon,Aldehydic,1997-10-01,,,CA-2310737-A1
18479-54-4,"3,7-Dimethyl-4,6-octadien-3-ol",Floral,Muguet,Fresh,1997-09-26,2005-12-21,3008d,EP-0905115-A1
56138-10-4,"2-Propen-1-ol, 2-methyl-3-(4-methylphenyl)-, (2E)-",Floral,Anisic,Linden,1997-09-24,2000-10-31,1133d,US-6140515-A
81786-75-6,"3,5,6,6-Tetramethyl-4-methyleneheptan-2-one",Woody,Violet,Cedarwood,1997-09-18,2000-03-28,922d,US-6042792-A
86115-11-9,"3,4,5,6,6-Pentamethylhept-3-en-2-one",Woody,Violet,Cedarwood,1997-09-18,2000-12-05,1174d,US-6156826-A
207228-93-1,"7-Propyl-2H-1,5-benzodioxepin-3(4H)-one",Aldehydic,Marine,Ozonic,1997-09-09,2003-03-19,2017d,EP-0902024-A1
67860-00-8,"1H-Indole,3-heptanol,eta-1H-indol-3-yl-a,a,e-trimethyl ,8-bis-(2,3-dihydroindol)-2,6-
dimethyl-2-octanol",Animal like,Indolic,Medicinal,1997-06-21,2002-04-09,1753d,AU-8628398-A
33673-62-0,Dihydro-4-methyl-5-pentylfuran-2(3H)-one,Floral,Lactonic,Tuberose,1997-06-21,2002-04-09,1753d,EP-0989970-A1
32764-98-0,Tetrahydro-6-(3-pentenyl)-2H-pyran-2-one,Fruity,Floral,Jasmin,1997-06-21,2002-04-09,1753d,AU-8628398-A
35852-46-1,cis-3-Hexenyl valerate,Green,Fruity,Apple,1997-06-09,1999-01-19,589d,EP-0988025-A1
28371-99-5,"Methyl 2,6,10-trimethylcyclododeca-2,5,9-trien-1-yl ketone",Amber,Woody,Smoky,1997-06-09,2005-12-21,3117d,WO-9856337-A1
216970-21-7,"Bicyclo[4,3,1]decane,  3-methoxy-7,7-dimethyl-10-methylene",Woody,Grapefruit,Vetiver,1997-06-06,2001-10-04,1581d,EP-0882697-A1
16510-27-3,1-Cyclopropylmethyl-4-methoxybenzene,Green,Anisic,Floral,1997-05-28,2000-03-14,1021d,US-6037340-A
68555-94-2,"1-Penten-3-one, 2-methyl-1-(2,2,6-trimethylcyclohexenyl)-",Woody,Floral,Violet,1997-05-05,1999-02-23,659d,EP-0980237-A1
67905-40-2,Methyl alpha-ionone glycidate,Woody,Floral,Violet,1997-05-05,1999-02-23,659d,EP-0980237-A1
215231-33-7,1-methyl-3-(2-methylpropyl)cyclohexan-1-ol,Floral,Muguet,Citrus,1997-04-23,2002-06-19,1883d,EP-0977720-A1
72007-81-9,1-Phenyl-3-methyl-3-pentyl acetate,Floral,Green,Hyacinth,1997-04-17,2001-09-17,1614d,JP-2001199807-A
68141-17-3,2-Methylundecanal dimethyl acetal,Aldehydic,Lemon,Green,1997-04-17,2001-09-17,1614d,JP-2001199807-A
10519-12-7,Decahydro-beta-naphthyl formate,Woody,Dry,Floral,1997-04-17,2001-09-17,1614d,JP-2001199807-A
188417-26-7,Ethyl vanillin isobutyrate,Gourmand,Sweet,Chocolate,1997-04-10,2001-10-31,1665d,AR-012361-A1
67634-14-4,"3-(o-Ethylphenyl)-2,2-dimethylpropionaldehyde",Floral,Ozonic,Aldehydic,1997-02-13,1998-12-01,656d,EP-0986367-A1
55590-83-5,"Pentanoic acid, 2-methylbutyl ester",Fruity,Valerian,Floral,1996-10-23,2004-12-01,2961d,ES-2219717-T3
26516-27-8,"Pentanoic acid, 3-methyl-2-oxo-, ethyl ester",Food Like,Nutty,Woody,1996-10-09,2002-02-19,1959d,EP-0937703-A1
55739-89-4,"Cyclohexanone, 2-ethyl-4,4-dimethyl-",Herbal,Lavender,Fresh,1996-09-27,1999-12-01,1160d,EP-0868502-A1
25225-10-9,d-Cyclocitronellene acetate,Floral,Rose,Fruity,1996-08-19,2011-03-31,5337d,ES-2355795-T3
52557-97-8,"Methyl 3,3-dimethylbicyclo[2.2.1]heptane-2-carboxylate",Herbal,Pine,Citrus,1996-08-14,2001-04-05,1695d,AU-731566-B2
95962-14-4,2-(p-Menth-1-ene-10-yl)cyclopentanone,Fruity,Peach,Apricot,1996-08-12,2002-01-16,1983d,EP-0918835-B1
27939-60-2,Dimethylcyclohex-3-ene-1-carbaldehyde (isomer unspecified),Green,Grassy,Citrus,1996-06-26,2006-08-16,3703d,JP-3808542-B2
66068-84-6,"Isocamphenyl cyclohexanol, mixed isomers",Woody,Balsamic,Sandalwood,1996-06-24,2003-03-26,2466d,CA-2208628-A1
76-50-6,Bornyl isovalerate,Woody,Pine,Fruity,1996-04-15,2006-06-08,3706d,EP-0900375-A1
67634-02-0,"[2,2-Bis[(3,7-dimethyl-2,6-octadienyl)oxy]ethyl]benzene",Floral,Rose,Green,1996-03-22,2004-09-15,3099d,EP-1096004-A2
67634-04-2,"[2,2-Bis[(3,7-dimethyloct-6-enyl)oxy]ethyl]benzene",Floral,Rose,Balsamic,1996-03-22,2004-09-15,3099d,EP-0888439-A1
3915-83-1,Neryl isovalerate,Floral,Rose,Herbal,1996-01-25,1998-09-01,950d,US-5800897-A
84560-00-9,2-Pentylcyclopentan-1-ol,Floral,Magnolia,Fruity,1995-11-27,2005-03-24,3405d,JP-H09143176-A
3033-23-6,Rose oxide levo,Floral,Woody,Dry,1995-10-13,2002-02-27,2329d,EP-0770670-A2
66576-71-4,Isopropyl 2-methylbutyrate,Fruity,Pear,Pineapple,1995-09-18,2002-04-17,2403d,EP-0851858-B1
188199-50-0,"Spiro[bicyclo[2.2.1]heptane-s,4'-[1,2]dioxane],  1,7,7-trimethyl-2'-(methylethyl)-,
(1R,2S,2'S,4R)",Woody,Amber,Balsamic,1995-09-11,2001-03-14,2011d,EP-0761664-A1
181258-87-7,"Cyclohexane, 1-(1,1-dimethylpropyl)-4-ethoxy-, cis-",Floral,Ozonic,Fresh,1995-08-31,1999-10-20,1511d,EP-0761632-A1
181258-89-9,"Cyclohexane, 1-(1,1-dimethylpropyl)-4-ethoxy-, trans-",Ozonic,Metallic,Marine,1995-08-31,1999-10-20,1511d,EP-0761632-A1
71172-26-4,(4-Methoxyphenyl)methyl isobutyrate,Fruity,Berry,Honey,1995-08-22,2000-07-25,1799d,US-6093753-A
18368-91-7,"2-Ethyl-1,3,3-trimethyl-2-norbornanol",Earthy,Rooty,Camphoraceous,1995-06-07,1998-09-01,1182d,DE-19520730-A1
67952-68-5,"Ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",Earthy,Woody,Mossy,1995-06-07,1998-09-01,1182d,DE-19520730-A1
6297-41-2,Butyl 2-methylvalerate,Herbal,Chamomile,Floral,1995-05-31,2001-01-11,2052d,TW-418206-B
185429-83-8,"Ethanone,  1-[(1R,2S)-1,2,3,4,5,6,7,8-octahydro-1,2,8,8-tetramethyl-2-naphthalenyl]-,
rel-",Woody,Amber,Floral,1995-05-16,2000-12-12,2037d,JP-H08319250-A
888021-82-7,(+-)-Ethyl 3-mercapto-2-methylbutanoate,Fruity,Food Like,Pungent,1995-05-10,2001-05-15,2197d,US-6232380-B1
179911-08-1,N-Ethyl-N-(3-methylphenyl)propionamide,Woody,Vetiver,Fresh,1995-03-25,1999-01-14,1391d,AU-700662-B2
166301-22-0,"1,3-Dioxane, 5-methyl-2-(2-methylpropyl)-cis-",Herbal,Fruity,Fresh,1995-03-25,1999-08-25,1614d,EP-0817783-A1
5182-36-5,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane",Fruity,Citrus,Green,1995-03-17,,,JP-H11502252-A
67633-94-7,"Phenylacetaldehyde 2,4-dihydroxy-2-methylpentane acetal",Floral,Hyacinth,Green,1994-12-23,2002-06-12,2728d,EP-0746552-A1
67874-81-1,Cedryl methyl ether,Woody,Amber,Cedarwood,1994-12-22,2015-03-04,7377d,CZ-190597-A3
2445-77-4,2-Methylbutyl 3-methylbutanoate,Fruity,Apple,Pear,1994-12-15,1998-11-24,1440d,US-5840676-A
25634-93-9,2-Methyl-5-phenylpentanol,Floral,Rose,Powdery,1994-08-05,1995-08-29,389d,US-5445747-A
166432-53-7,"3-Cyclopentene-1-butanal, alpha,2,2,3-tetramethyl-.gamma.-methylene",Woody,Sandalwood,Dry,1994-07-28,1999-10-06,1896d,EP-0694520-A1
166432-52-6,"1,3-Undecadien-5-yne",Floral,Green,Violet,1994-07-28,2002-04-03,2806d,EP-0694604-A2
10482-55-0,3-Methylbutyl 2-methyl-2-butenoate,Floral,Chamomile,Fruity,1994-07-19,1998-05-20,1401d,JP-2755180-B2
103-58-2,3-Phenylpropyl isobutyrate,Fruity,Sweet,Balsamic,1994-04-28,1998-09-01,1587d,WO-9529892-A1
7779-81-9,Isobutyl angelate,Herbal,Green,Spicy,1994-03-18,2006-03-02,4367d,JP-H07258683-A
208041-98-9,2-Propyl heptanenitrile,Floral,Fruity,Jasmin,1994-03-11,1998-11-10,1705d,US-5834499-A
68133-75-5,cis-3-Hexenyl cinnamate,Green,Balsamic,Floral,1993-12-24,,,JP-H07187999-A
72207-94-4,4-Acetoxy-3-ethoxybenzaldehyde,Powdery,Vanilla,Creamy,1993-12-17,1994-10-25,312d,US-5358930-A
65405-76-7,cis-3-Hexenyl anthranilate,Fruity,Green,Grape,1993-12-17,,,EP-0738700-A1
65737-52-2,(E)-2-(2-Octenyl)cyclopentanone,Fruity,Peach,Jasmin,1993-11-22,1997-06-18,1304d,EP-0654460-A1
7370-92-5,"Trideca-1,5-lactone",Gourmand,Creamy,Sweet,1993-08-13,1998-05-12,1733d,JP-H0753986-A
71735-79-0,"Trimethyl-13-oxabicyclo[10.1.0]trideca-4,8-diene",Woody,Dry,Cedarwood,1993-08-09,1997-07-22,1443d,US-5649979-A
55066-49-4,beta-Methyl-benzenepentanal,Floral,Marine,Citrus,1993-08-09,2001-11-07,3012d,EP-0668904-A1
5457-70-5,Phenethyl octanoate,Floral,Green,Fruity,1993-08-09,2001-11-07,3012d,EP-0668904-B1
59323-76-1,"cis-2-Methyl-4-propyl-1,3-oxathiane",Fruity,Citrus,Green,1993-06-17,2007-01-03,4948d,WO-9500040-A1
68480-15-9,"Cyclohexanemethanol, 2,4-dimethyl-",Floral,Minty,Earthy,1993-05-21,2000-09-05,2664d,US-6114384-A
139-70-8,Citronellyl phenylacetate,Floral,Honey,Rose,1993-04-02,1995-11-14,956d,US-5466718-A
86803-90-9,Methoxy dicyclopentadiene carboxaldehyde,Marine,Aldehydic,Floral,1993-03-23,2001-11-07,3151d,LV-10632-B
67801-36-9,".Eta.-1H-Indol-1-yl-.alpha.,.alpha.,.epsilon.-trimethyl-1H-indole-1-heptanol",Animal like,Jasmin,Floral,1993-02-24,1999-05-06,2262d,EP-0612840-B1
23250-42-2,"Cyclohexanecarboxylic acid, 1,4-dimethyl-, methyl ester, trans-",Green,Pine,Herbal,1992-12-11,1996-07-24,1321d,EP-0673408-A1
69486-14-2,"5,8-Methano-2H-1-benzopyran-2-one, 6- ethylideneoctahydro-",Fruity,Floral,Hay,1992-11-18,1998-07-08,2058d,EP-0621892-B1
65817-24-5,2-(4-Methyl-2-hydroxyphenyl)propionic acid-gamma-lactone,Aromatic,Minty,Sweet,1992-11-18,2001-04-23,3078d,JP-3159990-B2
59151-19-8,Ethyl 2-methyl-4-oxo-6-pentylcyclohex-2-ene-1-carboxylate,Floral,Jasmin,Honeysuckle,1992-10-07,1995-08-20,1047d,RU-2041925-C1
70851-60-4,Geranyl dihydrolinalool,Floral,Rose,Balsamic,1992-09-04,2011-10-12,6977d,JP-H0688092-A
60335-74-2,"2H-Pyran, tetrahydro-4-methylene-2-phenyl-",Floral,Green,Rose,1992-07-27,1997-09-03,1864d,EP-0581052-A1
149713-24-6,"2H-Pyran, tetrahydro-4-methyl-2-phenyl-, (2R,4R)-rel-",Floral,Rose,Green,1992-07-27,1997-09-03,1864d,EP-0581052-A1
149713-23-5,"2H-Pyran, tetrahydro-4-methyl-2-phenyl-,(2R,4S)-rel",Floral,Rose,Green,1992-07-27,1997-09-03,1864d,EP-0581052-A1
94201-73-7,Tetrahydro-4-methyl-2-phenyl-2H-pyran,Floral,Rose,Green,1992-07-27,1997-10-09,1900d,DE-69313554-D1
68991-96-8,"1,2,3,4,5,6,7,8-Octahydro-5,5-dimethylnaphthalene-2-carbaldehyde",Floral,Muguet,Fresh,1992-07-23,2000-12-18,3070d,JP-3117803-B2
2756-56-1,Isobornyl propionate,Herbal,Fresh,Pine,1992-07-22,2015-07-15,8393d,JP-H06166890-A
18679-18-0,"1,4-Dodec-6-enolactone",Gourmand,Waxy,Creamy,1992-06-25,1998-11-04,2323d,EP-0578388-A2
7779-94-4,Hydroxycitronellal diethyl acetal,Floral,Muguet,Green,1992-06-03,2000-03-27,2854d,JP-3024865-B2
122795-41-9,2-Ethyl-5-methoxybicyclo[2.2.1]heptane,Citrus,Green,Herbal,1992-04-20,1993-08-10,477d,US-5234617-A
11050-62-7,Isojasmone,Floral,Waxy,Jasmin,1992-04-20,1993-08-10,477d,US-5234617-A
84434-18-4,"N,2-Dimethyl-N-phenylbutyramide",Citrus,Grapefruit,Rhubarb,1992-04-20,1993-08-10,477d,US-5234617-A
4634-89-3,cis-4-Hexenal,Aldehydic,Green,Oily,1992-04-03,2004-03-30,4379d,CA-2109812-C
68133-79-9,"2-(3,7-Dimethyl-2,6-octadienyl)cyclopentanone",Fruity,Peach,Plum,1992-02-20,2007-09-04,5675d,US-2008108115-A1
24717-85-9,Citronellyl tiglate,Floral,Fruity,Sweet-Pea,1992-02-20,2007-09-04,5675d,US-2008108115-A1
18492-65-4,4-Heptenal diethyl acetal,Green,Oily,Cucumber,1991-10-25,2010-02-02,6675d,HU-T62251-A
53398-80-4,trans-2-Hexenyl propionate,Green,Fruity,Apple,1991-07-19,1996-02-07,1664d,EP-0523543-A1
81783-01-9,"2,4,4,7-Tetramethylnona-6,8-diene-3-one-oxime",Fruity,Blackcurrant,Grapefruit,1991-07-05,2012-10-24,7782d,JP-H059493-A
27625-35-0,3-Methylbutyl 2-methylbutanoate,Fruity,Berry,Citrus,1991-04-11,1993-05-25,775d,US-5214027-A
63187-91-7,"d,l-Menthone 1,2-glycerol ketal",Minty,Cooling,Sweet,1991-04-05,1993-11-30,970d,CA-2064918-A1
22471-55-2,"Cyclohexanecarboxylic acid, 2,2,6-trimethyl-, ethyl ester, (1R,6S)-rel-",Fruity,Rose,Amber,1991-03-26,1998-12-24,2830d,JP-2840899-B2
144761-91-1,"Benzoic acid, 2-[(1-hydroxy-3-phenylbutyl)amino], methyl ester",Floral,Neroli,Green,1991-02-27,1995-09-06,1652d,EP-0501031-B1
33673-65-3,"1,1-Dihexyloxyhexane",Green,Grassy,Sweet,1990-12-14,1995-08-09,1699d,DE-4039950-A1
142653-61-0,3-(cis-3-Hexenyloxy)propanenitrile,Green,Floral,Violet,1990-11-20,1997-09-04,2480d,DE-59108809-D1
82654-98-6,Vanillyl butyl ether,Gourmand,Caramel,Chocolate,1990-11-15,1998-02-25,2659d,JP-2719440-B2
78417-28-4,"Ethyl 2,4,7-decatrienoate",Green,Fatty,Potato,1990-10-22,1995-07-26,1738d,EP-0482385-B1
